Provincia	 Distrito	Corregimiento	Comunidad
			Cerro Picante
			Cerro Puerco
			Cerro Roble
			Cerro Tijera
			Cerro Visita Flor, Millidubiti
			Cronigote
			Dolega
			El Guabo
			Gavilán, Modubuto
			Gronigrete
			Guayabo
			Guoricote
			Iyoboto, Cerro Maíz
			Los Santos
			Mande Manchiula
			Negra Roja, Cerro Venado
			Oriente
			Piedra Mano, Punta Piedra
			Quebrada Arena 1, Juaniguidete
			Quebrada Arena u Omanigote
			Quebrada Barranco
			
			Quebrada Bejuco 2
			Quebrada Bejuco, Coribodo
			Quebrada Catarro 1
			Quebrada Congo
			Quebrada Flor, Babariguidete
			Quebrada Hacha Arriba
			Quebrada Tigre
			Río Flores
			Río Tolaide, Madrikote
			Suiche, Quebrada Suiche
			Toborigrete
			Toboriguete
			Tolote, Ñokotoabite
			Tunnitubiti
			Urara, Uraratubidi
			Uribito, Quebrada Hacha
			Ñurunde, Agua de Salud
			
	Kusapín		
			
		Kusapín	
			
			Cayo Guante
			Cayo Paloma, Pigeon Cay
			Cuarigonte, Quebrada Cacao
			Ensenada, Quenamoy
			Ibiari
			Isla Avispa
			Isla Tigre
			Kusapín
			Loma Tucán, Cueretubiti
			Miradoe, Quebrada Ayer
			Nidori
			Norintuboto
			Playa Balsa
			Playa Bastón
			Punta Alegre
			Punta Avispa
			Punta Uva, Guacamaya
			Punta Valiente
			Quebrada Hilo
			Quebrada Nasa
			
		Bahía Azul	
			
			Agoy
			Bahía Azul
			Bahía Grande
			
			Bucori
			Buena Vista
			Caningote
			Comunidad Trotman
			Gallina Chica
			Jobori
			Keque Mane
			Monte Virgen, Bocola
			Mutari
			Paticinky, Cayo Patterson
			Playa Bambú
			Playa Hermosa
			Playa Jobo
			Playa Lorenzo
			Playa Raya
			Playa Verde
			Punta Gallinazo
			Punta Gallinazo 1
			Punta Gallinazo 2
			Quebrada Pez
			Quebrada Ruari
			Río Lorenzo Arriba, Franklin
			Secretario, Palmas Bellas
			Syrain, Punta Syrain
			Tabebiti
			Tabebiti 2, Nibiti
			Toribiote
			
		Río Chiriquí	
			
			Arionda
			Begabudi
			Bitigaru
			Boca de Río Chiriquí
			Bonglon
			Brorori Abajo
			Brorori Arriba
			Bruri
			Burote
			Burotoni
			Cabecera de Río Cayuco
			Camarón
			Camarón 2
			Caña Blanca
			Cañaveral
			Caño Colorado Arriba, Valle Rico
			Caño Lagarto
			Cerro Capilla, Merabota
			
			Cerro Manta
			Cerro Puerco
			Cerro Puerco Arriba
			Cerro Santos, Gorondubeda
			Cleate
			Doguarigote
			Dorori, Brodori Medio
			Dudoboda
			Gavilán
			Guatu
			Ibari, Quebrada Picante
			Jodrote
			Jubidi
			Juvari
			Kariguidete
			Kikarigote, Kigarigote
			Krugote
			Kuisote
			Kully
			Kurote
			Librate
			Loma de Río Cañaveral
			Mango 2
			Morori, Norari
			Muay Abajo
			Muay Arriba, Cabecera de Muay
			Nidangote
			Nudodividi
			Nurinde
			Odobari
			Orori
			Pantán, Boca de Río Caña
			Piedra Cruz
			Piedra Cruz Arriba
			Quebrada Bambú
			Quebrada Cayuco, Duñuy
			Quebrada Cedro, Río Cedro
			Queliate
			Rancho
			Río Piedra
			Samindi
			San Pedro Abajo
			Sardina
			Sicide
			Sirote
			Soroni
			Sulidu
			Tiger Head, Playa Tigre
			
			Tirite, Tirete
			Tubitu
			Umandu
			Urabidi
			Vegay
			Ñodolente
			Ñoronte
			Ñurunte
			
		Tobobe	
			
			Burori, Burari
			Kuenanigote
			Mesele
			Old Best, Playa Old Best
			Pantan, Boca de Río Caña
			Playa Roja
			Potet
			Pueblo Nuevo 1
			Punta Escondida
			Punta Fiebre
			Punta Icaco, Punta Coco Plom
			Punta Níspero
			Quebrada Motomba
			Quebrada Quenani
			Quebrada Yuca
			Río Bonito
			Shark Hole
			Tobobe
			
		Cañaveral	
			
			Birate
			Cabecera de Río Chico
			Cabeza de Toro, Nidobidi
			Cañaveral
			Clerote
			Cuglugroy
			Dobori
			Essey Arriba
			Essey Chi
			Iglete
			Joglate
			Jogunte
			Kiarri
			Kigañoy
			Kleay
			Kurori
			
			Manigote, Keke Manicote
			Mirari
			Muate
			Murigote
			Picara
			Pueblo Nuevo 2
			Quebrada Suegro, Uglute
			Rinconte
			Ritti
			Ruitiubiti
			Río Chico
			Río Viento
			Sabiote
			Sirote
			Tebatus, Tibaltibuto
			Toronte
			Uguerigote
			Visitubite
			
	Jirondai		
			
		Samboa	
			
			Alto Pita
			Alto Tigre
			Arena
			Cabecera de Almeja
			Casira
			Cerro Mono
			Cerro Penca
			Cerro Tabaco
			Chivori Grande
			Coclesito
			Guarumo
			Llanura
			Loma Tibiti
			Niguindubata
			Palma Bella
			Piña
			Punta Sirain
			Quebrada Almeja
			Quebrada Buri
			Quebrada Cayuco Arriba
			Quebrada Cayuco, Samboa
			Quebrada Chogorro
			Quebrada Cocuyo, Tobori
			Quebrada Guanábano
			Quebrada Tucán
			
			Quebrada Venado, Burari
			Quebrada Zorra, Mina Zorra
			Saguite
			Santa Marta
			Suliari
			Yolon
			
		Büri	
			
			Alto Claro
			Altos del Valle
			Barranquilla 3
			Caracol, Guari
			Cañizo
			Comunidad de Alto Oriente
			El Guabo
			El Valle
			Guabito, Palmita Arriba
			Gualaquita, Nutivi
			Guarumito
			Guayabal
			Higuerón
			Higuerón Mellizos Arriba
			La Lomita
			La Palmita
			La Palmita Arriba
			La Verrugosa
			Lajas
			Mali
			Medio Oriente
			Mudrigote
			Oriente
			Palmito
			Palo Seco
			Pueblo Nuevo
			Tolote
			Valle Abajo
			Zuliari
			
		Guariviara	
			
			Alto Cedro
			Alto Zuto
			Boca de Macho
			Boca de Macho 2, Quebrada Piedra Ancha
			Boca de Quebrada Tigre
			Caño Sucio 1
			
			Cerro Paila
			Cerro Rana, Piedra Roja
			Cerro Ñeque
			Chacarero
			Chalite
			Coclesito
			Dudori
			Grori
			Jononi
			Loma Feliz
			Manantí Centro
			Melen
			Muneni
			Obaotate
			Odogari
			Palmira
			Quebrada Arena
			Quebrada Armado, Ñuri
			Quebrada Armao
			Quebrada Camisa
			Quebrada Caracol, Druri
			Quebrada Cedro
			Quebrada Cocuyo, Tobori
			Quebrada Druray
			Quebrada Lagari
			Quebrada Picante
			Quebrada Rana
			Quebrada Roja, Ñutaicote
			Quebrada Sal
			Quebrada Sábalo
			Quebrada Tigre Arriba
			Quebrada Trene
			Quebrada Tula
			Río Coy
			Río Sábalo
			Río Grande
			San Félix
			San Juan
			Santa Marta Arriba
			Santa Marta
			Silencio
			Tolote
			Tula Arriba
			Ñuitangote, Gualaquita
		Man Creek	
			
			Alto Caña
			Alto Man Creek
			Arena
			Bahía La Ballena
			Barranquilla 1
			Barranquilla 2
			Boca de Man Creek
			Boca del Río Guariviara
			Cabecera de Río Piedra
			Candelilla
			Caña
			Cañazas
			Centro Daira
			Centro Daira 2, Mumanirote
			Cerro Penca
			Chivori Chico
			Colinas
			El Limón, Loma Limón
			El Guabal
			Loma Piña
			Man Creek, Pumuna
			Mecari
			Monte Lirio
			Niguindubata
			Niguinte
			Nueva Esperanza
			Playa Caimito
			Pueblo Mesa
			Quebrada Buenaventura
			Quebrada Diablari
			Quebrada Durari
			Quebrada Juri, Quebrada Arena
			Quebrada Limón
			Quebrada Marcelino
			Quebrada Pavón
			Quebrada Pita
			Quebrada Venado
			
		Tuwai	
			
			Alto Belén
			Alto Chorro
			Alto Chorro Arriba
			Alto El Burro
			Alto La Gloria
			Alto Mayo
			Alto Norteño
			Alto Peña
			
			Alto Tigre
			Bajo Cedro Arriba
			Bajo La Estrella, Nueva Estrella
			Bajo Mono
			Boca de Negrita, La Negrita
			Buena Vista
			Cabecera de Quebrada Arena
			Cabecera de Rita Cuba
			Caño Clarito
			Cerro Pava
			Cilico Creek
			Coclesito
			Conpe, Con Fe
			Cuiracote
			Dos Bocas
			Filo de Cañaza
			Filo Verde
			La Conga
			La Gloria
			La Unión
			Loma Chaparro
			Loma de Agua
			Loma Venado, Palmito
			Los Cedeños
			Los Molejones
			Norteño
			Norteño Arriba
			Palma Real
			Pueblo Santo, Santos
			Quebrada Vargas
			Quebrada Ardilla, Cundone
			Quebrada Arena
			Quebrada Balso
			Quebrada Conejo, Ñú
			Quebrada El Lirio
			Quebrada Laurel
			Quebrada Macho
			Quebrada Pita
			Rita Cuba, La Penca
			Santa Marta, Cabecera de Quebrada Arena
			
	Santa Catalina, Calovévora (Bledeshia)		
			
		Santa Catalina, Calovévora (Bledeshia)	
			
			Aguacate
			Aguacate Arriba
		Santa Catalina, Calovévora (Bledeshia)	
			
			Aguacate 2
			Alto Chonte
			Alto Cuay
			Alto Jira
			Alto Piña
			Boca Chúcara
			Boca de Aguacate
			Boca de Cahuita
			Boca de Caloveborita
			Boca de Chonte
			Boca de Terrón
			Boca de Toncri, Toncri
			Boca del Caño
			Boca del Mango
			Boquete
			Cahuita
			Cahuita Arriba
			Caño Escondido
			Cerro Mango
			Cerro Marañón
			Cerro Mono
			Charco El Lagarto, El Lagarto
			Chumbulun
			El Cuay
			El Terrón, Terrón
			Guagarita
			La Laja
			La Pista
			La Zaragoza
			Limoncito
			Limón
			Llano Piña
			Loma Chonte
			Loma de Chelele, Chelele
			Loma Pava
			Los Primitivos
			Paso Hondo
			Pedregoso
			Quebrada Ahogada
			Quebrada Ahogada 2
			Quebrada Cerca
			Quebrada Flores
			Quebrada Hacha
			Quebrada Sardinilla
			Raisal
			Recodo del Mero
			Remolino
		Santa Catalina, Calovévora (Bledeshia)	
			
			Río Dajao
			San Soledad
			Santa Catalina Arriba, Quebrada Catalina
			Santa Catalina, Calovébora
			Segunda Corriente
			Terrón Arriba
			Zaragoza
			
		Alto Bilingüe (Gdogüeshia)	
			
			Alto Cedro
			Alto Jujuca
			Alto Piña
			Bajo Cedro
			Boca de Río Grande, Nueva Esperanza
			Cabreño
			Carricillal, Quebrada Carricillal
			Cerro Pajarito
			Cerro Pita
			Dajao, Quebrada Dajao
			Guacamaya, Río Guacamaya
			Palmar, Río Palmar, Quebrada Palmar
			Paso Gatus
			Río Grande, Pajonal
			Río Luis
			Río Luis Bravo
			Río Luisito
			Valle Bonito
			
		Loma Yuca (Ljuicho)	
			
			Bella Cruz
			Boca de Chonte Arriba
			Caracol 2, Chelele
			Cerro Caucho
			Cerro Cocuyo
			Cerro Congo
			Cerro Gloria
			Cerro Lucero
			Cerro Piragual
			Cerro Tulivieja, Cerro Miel
			El Común
			Jebule
			Llano Arena, Llano Arenal
			Llano Bonito
			Llano Macho, Llano Caño
			
			Llano Morales, Llano Mora
			Llano Naranjal, Naranjio
			Llano Piragüa, Jujuque
			Loma Yuca
			Paso de Chonte
			Pensante
			Piedra Grande
			Quebrada Jujuna
			Quebrada Pájaro, Loma Macho
			Río Corrales, Alto de Corrales
			Virulí
			
		San Pedrito (Jiküi)	
			
			Alto de Caña Blanca
			Alto Guayabo
			Alto Pita, Cerro Pita
			Barrancón
			Boca Chúcara
			Caracol 1
			Caña Blanca
			Caña Visto
			Cerro Loro
			Cerro Macho
			Cerro Molino
			Cerro Piña
			Chelele
			Chelele Arriba
			El Guabo
			Guabo Arriba
			Llano Gato
			Loma Chucara
			Mango
			Miramar
			Palo Blanco
			Playa de San Pedro
			Quebrada Bonita
			Quebrada Camarón
			Quebrada Guabo Arriba
			Quebrada Guinea
			Quebrada Mono
			Quebrada Peña
			Quimpanpan, Quimopan
			Raisal
			Ramas del Guabo
			Río Murciélago
			Río Piedra
			San Pedrito Abajo
			
			San Pedrito Arriba
			Segunda Corriente
			Vegate
			
		Valle Bonito (Dogata)	
			
			Alto Bilingüe
			Alto Escobillo
			Cabuya
			Cerro Chivo
			Cerro Papayo
			Cerro Peñón 2
			Cerro Piña
			Chelesito
			Doguira
			El Guabal
			Jujuca
			Llano Piedra
			Los Azules
			Palma de Hilar
			Paso Gatus
			Paso Vidrio
			Pata de Loma Grande
			Pedregal
			Quebrada Blanca
			Quebrada Jujuca
			Río Camarones
			Río Chelele, Jirote
			Río Chico
			Río Grande, Pajonal
			Río Negro
			Río Piedra, Boca de Río Piedra
			Río Tallo
			Valle Bonito
