Provincia	 Distrito	Corregimiento	Comunidad
			Pedregoso
			Rincón
			Santa Fe
			Segundo Brazo Mulabá
			Tute Abajo
			
			Tute Arriba
			Vueltas Largas
			
		Calovébora	
			
			Alto de La Honda
			Alto del Mirador
			Alto Guabino
			Alto Líbano
			Alto Marañón
			Alto Níspero
			Bajo Grande
			Barrera
			Barrerita
			Barsal
			Bejuco
			Belencillo
			Boca de Río Santiaguito
			Boca Honda
			Bonaga
			Bonguito, Corriente América
			Cabecera de Quebrada Garrocha
			Cabecera de Quebrada Honda
			Cajón
			Caldera, Cerro Teta
			Caleta 2
			Calle Larga
			Calovébora
			Camarones
			Camarón
			Caracol
			Carmen
			Carmona
			Cañita
			Caño de La Iguana, Isleta de Guázaro
			Caño Julio
			Caño Loro
			Caño Rompidón
			Caño Sucio
			Caño Sucio 2
			Caño Titi
			Cerro Ocho
			Charcón
			Concepción
			Cucuyo, Cuero de Macho
			Cuicho
			Dos Brazos
			El Bateal
			
			El Carmen
			El Cañito
			El Cedro
			El Chorro
			El Chorro de Río Bejuco
			El Madril
			El Playón
			El Portete
			Escobal
			Ese
			Estero Salado
			Estero Salado Arriba
			Gallardo
			Gallina
			Garrocha
			Guabal
			Guabal Arriba
			Guabalito
			Guazarito
			Guazarito 2
			Isleta 2
			La Aldea
			La Colmena
			La Colorada
			La Cruz
			La Guinea
			La Isleta
			La Mona
			La Reyes
			Las Brujas
			Las Mellizas
			Los Americanos
			Los Castillos 1
			Manantial
			Mauricio
			Meche Perro
			Miramar
			Monte Lirio
			Paso de Limón
			Pedregosa
			Peje Prieto
			Peña Blanca
			Pozo Flores, El Mango
			Primer Corriente
			Punta Toñito, Toñito
			Quebrada Caleta
			Quebrada El Carmen
			Quebrada El Gringo
			
			Quebrada Gajo, Bajo Llano
			Quebrada Honda
			Quebrada La Empalizada, La Palizada
			Quebrada Llana
			Quebrada Lucía
			Quebrada Palmar
			Quebrada Platanares
			Quebrada San Antonio
			Quebrada Sigua
			Ricito
			Río Guázaro
			Río Zapatero, Zapaterito
			San Antonio Arriba
			San Bartolo
			San Cristóbal
			Santiaguito
			Sardina
			Sardina Arriba
			Sonadora
			Tigrero
			Urracá
			Veraguas
			Veraguita
			
		El Alto	
			
			Alto de La Cruz
			Alto El Pito
			Bajo Venado
			Boca de La Quebrada Culaca
			Cañablancal
			El Alto
			El Carmen
			El Cogollal
			El Coralillo
			El Filo
			El Gallito
			El Gallo
			El Guayabo
			El Palmarito
			Guayabito
			La Culaca
			La Fondura
			La Gloria
			La Golondrina
			La Mula
			La Pandura 1
			
			La Pita
			La Piñuela
			La Puente
			Las Peñitas
			Las Piedras
			Loma Larga
			Los Bajos
			Palma Real
			Piedra de Moler
			Piura
			
		El Cuay	
			
			Alto Las Minas, Los Higos
			Cuay Arriba
			El Banquillo
			El Calabazo
			El Cedro
			El Ciruelito, El Ciruelo
			El Cuaicito
			El Guanábano
			El Hatillo
			El Inglés
			El Juncal
			El Macho
			El Peñón
			Hato del Carmen
			La Montañuelita 1
			La Pintada, Bajos de Higuí
			La Porcada
			La Sabaneta 1
			Las Lagunas
			Las Mercedes
			Las Minitas
			Las Quebradas
			Llano de Las Cañazas
			Los Corotúes
			Los Llanitos
			Los Llanos del Cuay
			Los Quiel
			Paja Colorada
			Paja Peluda
			San Antonio
			
		El Pantano	
			
			Alto de Espavé
			Alto de Los González
			
			Alto de Los Pinedas
			Bermejo, El Sereno
			El Naranjo, Quebrada El Naranjo
			El Palmar
			El Pantano
			La Atollosa
			Narices
			Ojo de Agua
			Pajonal
			Piragual
			
		Gatú, Gatucito	
			
			Agua Fría
			Bejucal
			Caimito
			Gatuncito
			Gatú
			La Pita
			La Sabaneta
			Las Lajitas
			Los Casaretone
			Los Díaz
			Ojo de Agua
			Quebrada Bejucal
			Quebrada oscura
			Río Azul
			San José
			San Miguel
			San Miguel Arriba
			Santa Bárbara
			
		Río Luis	
			
			Alto Limón
			Alto Ortiga
			Bajo Grande
			Bambú, Alto Bambú
			Boca de Caloveborita
			Boca de Gallota
			Boca de Río Grande, Nva. Esperanza
			Caloveborita
			Camarones
			Campamento
			Carrisillal
			Charco Robalo
			El Bateo
			
			El Bongo
			El Guabal
			El Pejal
			El Pino
			El Terrón de Veraguas
			Filipina
			Guacá
			Guazarito 1
			Guazarito 2
			Hoja de Teñir
			La Llanita
			La Playita
			La Tolloza, Toyosa
			Lajitas
			Las Trancas
			Loma de La Pava
			Los Azules
			Los Caracoles, Boca de Quebrada Caracolito
			Los Ñame
			Ortiga Arriba
			Paja Peluda, La Pedregosa
			Palmar
			Pata de Loma Grande
			Pedregoso 1
			Piedra de Moler
			Piragual
			Playita Arriba
			Quebrada Benítez
			Quebrada El Macho
			Quebrada La Empalizada, La Palizada
			Quebrada Larga 1
			Quebrada Larga 2
			Quebrada Llanita
			Río Luis
			Tuza
			
		Rubén Cantú	
			
			Alto Corona
			Alto de Valle Alegre
			Beteguí
			Caña Blanca
			Chichical
			Chorrillito
			Cinco Cerros, Los Cerritos
			El Calabacito
			
			El Comuncito
			El Común
			El Guanábano
			El Hinojal
			El Juncal
			El Junquito
			El Manzanillo
			El Palmarito
			El Pedregoso
			El Trimpinal
			Espavé
			Guabito
			La Azulita
			La Ciénaga
			La Evidencia
			La Isleta 1
			La Montañuela Abajo, La Montaña Abajo
			La Montañuela Arriba, La Montaña Arriba
			La Pacora
			La Peña
			La Pita, El Aguacate
			La Sabaneta
			La Tiburcia
			Las Minitas
			Las Peñitas
			Loma del Medio
			Los Santana
			Palo Verde
			Pescara
			Sabaneta de Pescara
			
	Santiago		
			
		Santiago	
			
			Alto de Los Hatillos
			Altos de Martincito
			El Sanche
			La Cruz de Martincito
			La Florecita Abajo
			La Lechuza
			Loma Los Tecas
			Martincito
			Pamplona
			Santa Clara
			Santiago
			Villa Belén
		La Colorada	
			
			Asajal
			Brisas de Esperanza
			Castillos de La Herradura
			El Centeno
			El Conejo
			El Paso Real
			El Peligro
			El Quirri
			El Rasca
			El Tejar
			El Villano
			El Zapote, Pueblo Nuevo
			Jalobra
			La Colorada
			La Isleta
			La Trinchera
			Los Hatillos
			Los Marines
			Quebrada Honda
			Toceres
			
		La Peña	
			
			Boquilla de Los Santos
			Cerro Gordo de La Cantera
			El Barberillo
			El Rincón de La Subidita
			Guayabal
			La Coloradita de La Peña
			La Ensillada
			La Peña
			La Subidita
			Las Guacas, Las Huacas
			Llano de Castillo
			Llano de San Juan
			Los Remedios
			Los Solíces
			Los Zamoranos
			Residencial Brisas de Santiago
			Residencial Villa Nueva
			Rincón Largo
			San Pedrito
			
		La Raya de Santa María	
			
			Bajo Grande
			Capellanía
			El Higo
			
			El Irlandés
			El Pedernal
			Finca El Rincón
			La Gallarusa
			La Raya de Santa María
			
		Ponuga	
			
			Alto de Los Pericos
			Alto El Nance
			Callejón Hondo
			Caratales
			El Guabo
			El Jagua
			El Negrito
			El Pintado
			El Zapote, Pueblo Nuevo
			Espavé, Palo Blanco
			La Honda
			La Providencia
			Las Huertas
			Los Sitios
			Macho Abajo
			Macho Arriba
			Marea Abajo
			Marea Arriba
			Piñas
			Ponuga
			Tranquillas
			Visuetes
			
		San Pedro del Espino	
			
			El Bichal
			El Bongo
			El Nance
			Finca Nopal
			La Fragua
			Las Acacias
			Las Guacas, Las Huacas
			Las Margaritas
			Rancho Santa Bárbara
			Rincón Largo
			San Pedro de La Horqueta
			San Pedro del Espino
		Canto del Llano	
			
			Barriada Las Perlas
			Barriada San Roque
			Canto del Llano
			Cañacillas Arriba
			El Anón
			El Espino
			El Nance
			Finca El Clavijo
			La Bruja
			La Mata del Espino
			La Pita
			Los Cisnes
			Mirador
			Nuevo Belén, Nueva Jerusalén
			Posada Belisario Porras
			Residencial La Reserva
			Residencial Los Sueños de Santiago
			Residencial Rivers Bann
			Residencial Villa Campestre
			Villa San Francisco
			
		Los Algarrobos	
			
			Altos de Los González
			El Barro
			El Brujillo
			El Carrasco
			El Embalsadero
			El Felipe
			El Llanillo
			El Porvenir
			El Zurrón
			Higo Mocho
			La Corocita
			La Iguana
			La Montañuela Abajo
			La Montañuela Arriba
			La Rufina
			Llano Largo
			Los Algarrobos
			Los Almanza
			Los Altos
			Los Balsas
			Los Barriales
			Los Hernández
			Pacora, San Pedro Pacora
			San Pedro del Rincón
		Carlos Santana Ávila	
			
			Aguas Limpias
			Conaca
			El Cangrejal
			El Espino de Santa Rosa
			Estancia Las Rocas
			Jardines Espino de La Rosa
			Juárez
			La Ciriaca
			La Concepción
			La Garza
			La Lajita
			La Mata
			Lago Limón
			Los Boquerones
			Los Cerros
			Pueblo Nuevo 1
			Residencial Los Boquerones
			Residencial Villa Casimira
			Residencial Villa Isabel
			Residencial Villa Yolanys
			Residencial Vía El Ingenio
			
		Edwin Fábrega	
			
			Alto del Nance
			El Caimito
			El Guayabo
			El Salitre
			Hacienda del Sol
			Junquillo
			La Botija
			La Cantera
			La Esperanza
			La Estrella
			La Graciana
			La Laguna
			La Lega
			La Valdesita, Quebrada Honda 2
			La Valdéz
			Martín Grande
			Piedra del Sol
			Quebrada Honda
			Residencial Patricia Italia
			Residencial Sagrado Corazón de Jesús
			Residencial San Judas Tadeo
			Villa Belén
		San Martín de Porres	
			
			Barriada San Martín de Porres
			Punta Delgadita
			
		Urracá	
			
			Cañazas Arriba
			El Capacho
			Finca El Boquetón
			Finca Galera
			Hato Viejo
			La Dos Mil
			La Peana
			Llano de La Cruz
			Miranda
			Quebrada El Gato
			Quebrada La Pileta
			Residencial Alelí
			Residencial Los Sueños de Santiago
			Tierra Hueca
			Uñate
			
		Rodrigo Luque	
			
			Barriada 8 de Diciembre
			Barriada Bello Amanacer
			Barriada La Esperanza
			Barriada San Agustín
			Barriada Santa Lucía
			Barriada Villa Lourdes
			Bello Horizonte
			Canto del Llano
			El Uvito
			La Soledad
			Monagrillo de La Soledad
			Residencial El Torreón
			Residencial Génesis
			Residencial Italita
			Residencial Jesús de Praga
			Residencial La Soledad Garden
			Residencial Santiago Park
			Santiago
			Urbanización Santa Teresita
			Villa Alexandra
			
		Nuevo Santiago	
			
			Bethel, Los Pericos
			Cañacillas Vía Aeropuerto
			
			Guayaquil
			Los Rujanos
			Punta Delgadita
			San Antonio
			Santiago
			
		Santiago Este	
			
			Calacucha, Caracucho
			Cañazas Abajo
			Corita
			Jorón
			La Huaca
			
		Santiago Sur	
			
			Aguacatal
			Alto El Horcón
			Barracín
			Barro Morado
			Calabacito
			Carrizal
			Cirbulaco
			Dos Bocas
			El Coco
			El Coco Arriba
			El Coquito
			El Gabriel
			El Sitio
			El Suay
			Entradero de Los Duendes
			Guacamaya
			La Laguna
			La Pifa
			La Sabaneta
			Las Blanditas
			Las Colomas
			Los Duendes
			Los Guabitos
			Paraíso, Tiestal de Ponuga
			Peña El Mero
			Pocrí
			Señiles
			Suay Arriba
			Zapotal
			Zurrones
	Soná		
			
		Soná	
			
			Aguas Claras
			Bajo de Tobalico
			Barriada San Pablo
			Diego
			El Alto Alfaro
			El Anguillal
			El Barrero
			El Común
			El Encanto
			El Guásimo
			El Mamey
			El María, La Mariposa
			Finca San Isidro
			Hacienda California
			Hacienda Tolica
			La Cadena
			La Hojita
			La Sabaneta
			La Tollosa
			Las Piedras
			Llano Largo
			Los Algarrobos
			Los Sueños de Soná
			Los Toretos
			Pueblo Nuevo
			Soná
			Tobalico
			Tolerique
			Tribique
			
		Bahía Honda	
			
			Alto de Los Machos
			Bahía Honda
			Cabecera de Cativito
			Cabecera de Managua
			Cabecera de Salmonete
			Cativito
			Cativón
			Corotú
			El Panamá
			El Zapote
			Ensenada El Naranjo
			Hacha
			La Caleta
			La Costa
			
			La Honduras
			La Isleta
			La Mona
			Leones Abajo
			Leren Hondo
			Lerencito
			Mamey
			Managua
			Palma Real
			Playa Goya
			Puerto Escondido
			Punta de Próspero
			Río de Los Gatos
			Río Luis
			Salmonete
			
		Calidonia	
			
			Agua Blanca
			Alto Bubi, Quebrada de Bubi
			Alto Calidonia
			Alto de Catecito
			Alto de La Palma
			Alto de Las Yeguas
			Alto de Méjico
			Bajo de Jerónimo
			Boca del Tallo
			Boca La Corocita
			Bubi
			Bubicito
			Cabecera de Bubi
			Cabecera de Cabimales
			Cabecera de El Saltoso
			Cabecera de Huesitales
			Cabecera de Lovaina
			Cabecera de Platanales
			Cabecera de Quebrada El Gato
			Cabecera de San Rafael
			Cabecera de Tribique
			Cabimales
			Calidonia
			Catecito 1
			Catecito 2
			Diego
			El Aguacate
			El Fraile
			El Mono
			El Saltoso
			
			El Tallo
			Gorgojo
			Huesitales
			La Corocita
			La Gunza
			La Laguna
			La Llorona
			La Pared
			La Pedregosa
			La Pifa
			La Pita
			La Pita 2
			La Raíz
			La Sonadora 1
			La Sonadora 2, Alto Fresco
			Majaguillal
			Naranjo Abajo
			Naranjo Arriba
			Palo Alto
			Paso de Diego
			Platanares
			Quebrada El Barrero
			Quebrada El Gato
			Quebrada Indio
			Quebrada La Pita
			Quebrada Larga
			Quebrada Pascual
			San Rafael
			Tribique
			Zapote
			
		Cativé	
			
			Alto de Catecito
			Alto de Los Machos
			Alto La Esperanza
			Carlanche
			Catecito 2
			Cativé, Nanzal
			Caña Blanca
			El Bajadero
			El Bal
			El Catecito
			El Cedral
			El Cuaco
			El Deslampao
			El Huacal
			El Llano
			
			El Mamey
			El Remolino
			Huesitales
			La Cureña
			La Divisa
			La Pacora
			La Patriota
			La Pedregosa
			La Peña
			La Pifa Amarilla
			La Pita del Yaya
			Las Cañazas
			Las Culebras
			Las Huacas
			Lombrisal
			Los Pavos
			Los Potreros
			Los Saínos, La Primavera
			San Rafael Arriba
			
		El Marañón	
			
			Asiento Bonito
			Bajos del Río Utirá
			Boca del Monte
			Bolívar
			Cerro Cutubi
			Cerro Jumado
			Cerro Largo
			Congal
			Don Juan
			El Barrero
			El Cajón de Los Quinteros
			El Copé
			El Corotú
			El Criollo
			El Junco
			El Limón
			El Marañón
			El Pilón
			El Roble
			Esclere
			Escobales, Quebrada Limón
			Finca de Seria
			Finca Don Trilli
			Finca San Pablo, Bajos del San Pablo
			Juan Champra
			La Charcona, El Hato
			
			La Chumicosa
			La Corocita
			La Peña
			La Pita
			Las Brujas
			Las Cuestas de Utirá
			Las Huacas
			Las Huertas
			Las Peñas
			Limón
			Llano Grande
			Loma de La Cruz
			Los Núñez
			Los Pardos de Santa Rita
			Panamaito
			Petengue
			Piedras Negras
			Santa Bárbara
			Santa Catalina Abajo, El Hato
			Santa Catalina Arriba, Finca San Pablo
			Santa Rita
			Santa Rita Abajo
			Siguina
			
		Guarumal	
			
			Cerro Negro
			El Pito
			Guarumal
			Guarumalito
			La Corocita
			La Paja, Palmas Bellas
			La Pita
			La Playa de Mermejo
			La Raizosa
			Las Caletas
			Las Perdices
			Limón
			Pontón Prieto
			Pueblo Nuevo, Entrada del Pito
			San Antonio
			Santa Bárbara
			
		La Soledad	
			
			Agua Fría
			Alto de La Pita
			Cabecera de Quebrada Honda
			
			Cativé
			El Bongo
			El Jobo
			El Martín
			El Yaya, El Salitre
			La Clavillina
			La Concepción, Entrada de Los Polancos
			La Pita de Cativé
			La Soledad
			Las Almadanas
			Las Huacas
			Los Polancos
			Palma Alta
			Quebrada Honda
			Rincón Redondo, Barranco Colorado
			San Juan
			San Juanito
			
		Quebrada de Oro	
			
			Alto de Tobalico
			Alto Espino
			Alto Fresco
			Cabecera de Guabo
			Cabecera de Tobalico
			Charco Azul
			Congo
			El Chupimpe
			El Espino
			El Picacho
			El Tambor
			La Sabaneta
			Las Balsas
			Los Guabos
			Los Monos
			Madroñal
			Palmira
			Pierna de Venado
			Quebrada de Oro
			Querque Abajo
			Querque 1
			Querque 2
			Reventadero de Piedra
			San Francisco
			Tobalico
		Río Grande	
			
			Arrimadero
			Bijagual
			Cabecera de Quebrada Grande
			Cabecera de Río Grande
			Carrizal
			Cerro Uvito
			El Banco
			El Tigre de San Lorenzo
			El Ñopo
			Hacienda Varón
			La Máquina
			La Zumbona
			Las Valdeses
			Los Machos
			Madre Vieja
			Madre Vieja Arriba
			Mata Palo
			Nuevo Chorrillito
			Paredón
			Quebrada Grande
			Remolino
			Río Grande
			Senegal
			
		Rodeo Viejo	
			
			Alto de La Cruz
			Alto del Capacho
			Alto del Mango
			Alto El Pito
			Bajos del Cobre
			Berba
			Boca de Monte
			Caña Blanca
			Cerro Plata, Tierra Blanca
			Coibita
			Contra Yerba
			Corea, La Montaña
			El Antonio
			El Aposento
			El Bajo
			El Barniz
			El Barrero 1
			El Barrero 2
			El Barrero 3
			El Cacao
			El Congal
			El Espino de La Sabana
			
			El Fite
			El Guayabo
			El Macano
			El Mamey
			El Montero
			El Nay
			El Pardo
			El Piñal 1
			El Piñal 2
			El Playón
			El Roso
			El Ruda
			El Salitre
			Juncal
			La Bodega
			La Cabuya
			La Cebolla
			La Chumicosa
			La Conguita
			La Isidora
			La Laguna
			La Pascuala
			La Patricia
			La Pita
			Las Balsas
			Las Peñitas
			Lerique
			Lerique Arriba, La Pacora
			Llano Largo
			Los Algarrobos
			Los Camarenas
			Los Chamizos
			Los González
			Los Mangos
			Macanal
			Miraflores
			Ojo de Agua
			Paraguay
			Paso Real
			Patio Blanco
			Pie de Cerro Grande
			Quebrada Amarilla 2
			Quebrada Lajas
			Querque
			Quinco
			Rincón Largo
			Rodeo Viejo
			San Juan
			
			Tres Corrientes
			Tuluntun
			
		Hicaco	
			
			Agua Blanca, Pueblo Nuevo
			Cabecera del Doctor
			El Tigre de Los Amarillos
			Farfán
			Hicaco
			La Colmena
			La Coquita 1
			La Hermenegilda
			La Luna
			La Pifa, La Laguna, Pixvae
			Lagartero
			Lago Bay
			Los Mangos
			Pela Gato
			Santa Catalina
			Vista Hermosa
			
		La Trinchera	
			
			Borracherón
			Catecito
			Cañacita
			Chumical
			Dos Bocas
			El Balso
			El Jagua
			El María
			Filo Grande
			La Peñas
			Los Sitios
			Paso Hondo
			Salitre
			San Andrés
			San Juan
			Trinchera
			Zancudo
			
	Mariato		
			
		Llano de Catival, Mariato	
			
			Alto La Iguana, La Iguana
			Angulito
		Llano de Catival, Mariato	
			
			Bajo Chico
			Bajo Grande
			Bejuco de Sangre
			Callejones 1
			Callejones 2
			Catival
			Cucharal
			Estero Hondo
			Finca de Coco Mambo
			Juncal
			La Compañía
			La Gigi
			La Honda
			La Palma
			La Pedregosa
			La Pita
			Las Palmitas
			Las Planetas
			Limones
			Los Panamaes
			Malena
			Mariato, Llano de Catival
			Palmilla
			Palo Seco
			Paraíso de Río Negro
			Piloncito, Barriada Don Inés
			Platanales
			Platanales Abajo
			Playa La Reina
			Pontones
			Quebrada Angulito
			Río Negro
			Río Negro 1
			Salitres
			Tiendas Viejas
			Torio
			Torio Abajo
			Torio Arriba
			Zapotal
			
		Arenas	
			
			Agua Fresca
			Alto García
			Arenas
			Cascajilloso
			El Pavo Abajo
			
			El Potrero
			La Barra
			Las Flores
			Los Changuales
			Los Planes
			Planes del Barrero
			
		El Cacao	
			
			Cabimales
			Cobachón
			Cogollales
			Colorado 1
			Cubales
			Desplayao de Varadero
			El Bongo
			El Cacao
			El Piro
			El Potrero
			El Tigre
			Granada
			Infiernillo
			La Puerca
			Lajas, Cocosolo
			Los Ranchitos
			Mata Palo
			Naranjo
			Playita Arriba
			Portobelo
			Puerto Playita
			Restingue
			Sierra
			Tembladera, Quebrada Severino
			Varadero
			Ventana
			
		Quebro	
			
			Agua Fresca
			Alto del Naranjillo
			Catival, La Honda
			Cativo
			Caña Blancal
			Caña Brava
			El Cocuyo
			El Guayabo
			El Salto
			El Tigre
			
			El Zumbón
			Filipinas
			Hacienda Cerro Hoya
			Higueronoso
			Higueronoso Arriba
			Japón
			La Bravita
			La Colorada
			La Honda
			La Loma
			La Pita
			La Plaza
			Las Bocas
			Las Mosquillas
			Los Duarte
			Los Furniales
			Mata Oscura
			Morrillo
			Morrillo Pacific Heights
			Puerto Nance
			Residencial Colinas Encantadas
			Rusia
			Rusia Nueva
			Río Manglillo, El Manglillo
			Santa Clara
			Tropical Living
			
		Tebario	
			
			Alto de La Yegua
			Alto Tebario
			Angulón
			Caña Brava
			Diáfra
			Dos Bocas
			El Jagua
			Hondo de La Patricia
			La Culebra
			La Primavera
			Las Palmitas
			Los Guayacanes
			Pueblo Nuevo
			Puerto Tebario
			Río Viejo 2
			Sabaneta de Angulo
			Tebario
